Week,Channel,Category,Customer Segment,OHE_TOP,OHE_KEY,OHE_REGULAR,OHE_CANTEEN,OHE_CG,OHE_DTH,OHE_EBO,OHE_ECOMB2B,OHE_ECOMB2C,OHE_EXPORT,OHE_GT,OHE_MT,OHE_OTHERS,OHE_WEBSITE,OHE_1JAR,OHE_2JARS,OHE_3JARS,OHE_BLENDER,OHE_CKM,OHE_COMBOS,OHE_FP,OHE_GIFTCOMBOS,OHE_NBSMART2JAR,OHE_NBSMART3JAR,OHE_NBSMARTCKM,OHE_PERSONALBLENDER,OHE_SIPPERJAR,OHE_STORM,OHE_THUNDER,ASP,Customers,Cities Billed,Invoices,Discount,Quantity
20-Nov-2023,Canteen,3 Jars,Top Account,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2427.84,2.388,1.547,2.499,0.0,11.057
20-Nov-2023,Canteen,CKM,Regular,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2398.7,21.04,12.696,26.084,0.0,307.375
20-Nov-2023,Canteen,CKM,Key Account,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2344.12,3.58,2.832,4.527,0.0,24.25
20-Nov-2023,Canteen,CKM,Top Account,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2342.28,0.811,0.591,1.272,0.0,6.856
20-Nov-2023,Canteen,NB Smart 2 Jar,Regular,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2535.88,27.889,18.362,43.225,0.0,215.446
20-Nov-2023,Canteen,NB Smart 2 Jar,Key Account,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2362.51,0.0,0.0,0.0,0.0,17.976
20-Nov-2023,Canteen,NB Smart 2 Jar,Top Account,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2498.0,0.78,0.516,1.022,0.0,5.12
20-Nov-2023,CG,2 Jars,Regular,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1660.25,46.613,34.321,54.144,0.0,470.547
20-Nov-2023,CG,2 Jars,Key Account,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1878.22,34.798,17.778,52.135,0.0,433.318
20-Nov-2023,CG,2 Jars,Top Account,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1636.41,5.602,3.134,9.118,0.0,114.162
20-Nov-2023,CG,CKM,Regular,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2288.56,47.05,25.409,68.353,0.0,367.427
20-Nov-2023,CG,CKM,Key Account,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2433.73,25.63,18.259,42.462,0.0,357.128
20-Nov-2023,CG,CKM,Top Account,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2287.66,8.831,5.933,9.532,0.0,76.293
20-Nov-2023,CG,1 Jar,Regular,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138.67,51.149,37.551,73.431,0.0,297.887
20-Nov-2023,CG,1 Jar,Key Account,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120.97,17.797,7.171,22.061,0.0,223.263
20-Nov-2023,CG,1 Jar,Top Account,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261.3,17.567,10.745,18.366,0.0,64.356
20-Nov-2023,CG,3 Jars,Regular,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017.88,21.391,14.254,34.391,0.0,191.601
20-Nov-2023,CG,3 Jars,Key Account,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2000.1,15.185,9.259,16.799,0.0,161.444
20-Nov-2023,CG,3 Jars,Top Account,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1970.03,3.334,2.286,4.467,0.0,40.587
20-Nov-2023,CG,NB Smart 2 Jar,Regular,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2356.98,26.404,18.794,40.758,0.0,369.695
20-Nov-2023,CG,NB Smart 2 Jar,Key Account,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2282.49,19.769,8.046,24.977,0.0,210.66
20-Nov-2023,CG,NB Smart 2 Jar,Top Account,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2076.61,7.492,5.866,12.133,0.0,74.483
20-Nov-2023,DTH,1 Jar,Regular,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064.37,79.873,48.549,118.582,0.0,576.12
20-Nov-2023,DTH,1 Jar,Key Account,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045.8,25.923,14.051,27.876,0.0,90.465
20-Nov-2023,DTH,1 Jar,Top Account,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028.74,8.46,4.341,9.617,0.0,29.945
20-Nov-2023,DTH,2 Jars,Regular,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1604.04,44.565,18.161,59.392,0.0,215.189
20-Nov-2023,DTH,2 Jars,Key Account,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20-Nov-2023,DTH,2 Jars,Top Account,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1530.58,0.726,0.523,1.093,0.0,13.92
20-Nov-2023,DTH,CKM,Regular,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2306.55,12.389,5.637,12.825,0.0,155.203
20-Nov-2023,DTH,CKM,Key Account,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2200.77,4.67,3.171,4.731,0.0,22.412
20-Nov-2023,DTH,CKM,Top Account,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2348.41,0.62,0.291,0.95,0.0,8.233
20-Nov-2023,EBO,1 Jar,Regular,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319.89,41.241,27.628,56.349,0.0,355.565
20-Nov-2023,EBO,1 Jar,Key Account,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267.74,9.999,4.632,11.528,0.0,126.168
20-Nov-2023,EBO,1 Jar,Top Account,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1238.83,2.683,1.12,2.778,0.0,26.002
20-Nov-2023,EBO,2 Jars,Regular,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1854.21,33.129,17.569,39.889,0.0,288.746
20-Nov-2023,EBO,2 Jars,Key Account,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20-Nov-2023,EBO,2 Jars,Top Account,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2085.88,2.519,1.471,2.627,0.0,21.658
20-Nov-2023,EBO,Blender,Regular,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1872.21,28.837,16.798,41.31,0.0,241.709
20-Nov-2023,EBO,Blender,Key Account,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1909.42,22.198,15.239,22.29,0.0,74.642
20-Nov-2023,EBO,Blender,Top Account,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1673.09,0.362,0.231,0.481,0.0,14.13
20-Nov-2023,EBO,CKM,Regular,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2301.2,27.936,12.304,32.685,0.0,160.581
20-Nov-2023,EBO,CKM,Key Account,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2339.83,9.22,7.128,11.915,0.0,79.664
20-Nov-2023,EBO,CKM,Top Account,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2287.07,2.221,1.562,3.232,0.0,12.986
20-Nov-2023,ECOM B2B,2 Jars,Regular,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1514.54,13.755,5.871,18.176,0.0,119.011
20-Nov-2023,ECOM B2B,2 Jars,Key Account,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1535.26,15.249,10.687,19.414,0.0,190.256
20-Nov-2023,ECOM B2B,2 Jars,Top Account,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1623.93,1.472,1.135,1.946,0.0,29.171
20-Nov-2023,ECOM B2B,CKM,Regular,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2105.84,9.441,4.078,12.352,0.0,107.738
20-Nov-2023,ECOM B2B,CKM,Key Account,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2227.94,12.229,7.001,14.291,0.0,113.842
20-Nov-2023,ECOM B2B,CKM,Top Account,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2381.99,6.184,3.059,9.512,0.0,25.113
20-Nov-2023,ECOM B2B,FP,Regular,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1634.09,3.934,2.881,5.33,0.0,54.947
20-Nov-2023,ECOM B2B,FP,Key Account,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1396.47,4.662,2.261,6.109,0.0,70.542
20-Nov-2023,ECOM B2B,FP,Top Account,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1560.33,0.476,0.361,0.516,0.0,10.959
20-Nov-2023,ECOM B2B,Thunder,Regular,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1514.83,5.283,2.54,6.046,0.0,58.132
20-Nov-2023,ECOM B2B,Thunder,Key Account,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1515.82,7.922,3.505,9.19,0.0,56.927
20-Nov-2023,ECOM B2B,Thunder,Top Account,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1525.22,1.445,0.837,1.759,0.0,14.094
20-Nov-2023,ECOM B2C,1 Jar,Regular,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024.07,71.812,43.506,84.498,0.125,528.431
20-Nov-2023,ECOM B2C,1 Jar,Key Account,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010.21,2.705,1.582,3.247,0.248,30.806
20-Nov-2023,ECOM B2C,Gift Combos,Regular,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2363.37,60.062,32.085,88.431,0.249,506.68
20-Nov-2023,ECOM B2C,Gift Combos,Key Account,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2432.12,2.712,2.024,3.211,0.255,27.248
20-Nov-2023,ECOM B2C,2 Jars,Regular,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1761.23,26.945,16.014,41.156,0.102,485.631
20-Nov-2023,ECOM B2C,2 Jars,Key Account,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1971.92,3.651,2.321,5.198,0.229,28.293
20-Nov-2023,ECOM B2C,NB Smart 2 Jar,Regular,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1325.61,79.924,32.571,90.707,0.218,402.417
20-Nov-2023,ECOM B2C,NB Smart 2 Jar,Key Account,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1509.89,2.215,1.346,2.312,0.183,22.498
20-Nov-2023,ECOM B2C,Thunder,Regular,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.108,0.0
20-Nov-2023,ECOM B2C,Thunder,Key Account,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3371.97,1.358,1.086,1.394,0.158,15.96
20-Nov-2023,GT,1 Jar,Regular,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018.05,211.931,117.579,275.886,0.0,1992.108
20-Nov-2023,GT,1 Jar,Key Account,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200.21,126.55,95.265,146.864,0.015,685.916
20-Nov-2023,GT,1 Jar,Top Account,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072.65,13.354,8.824,14.135,0.033,122.811
20-Nov-2023,GT,2 Jars,Regular,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1542.9,92.688,42.038,103.331,0.0,1187.079
20-Nov-2023,GT,2 Jars,Key Account,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1510.91,96.214,53.252,111.684,0.0,555.471
20-Nov-2023,GT,2 Jars,Top Account,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1805.69,10.193,4.82,15.768,0.013,112.142
20-Nov-2023,GT,CKM,Regular,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2355.37,49.09,22.616,70.232,0.0,734.124
20-Nov-2023,GT,CKM,Key Account,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2231.73,25.319,14.583,29.618,0.0,360.455
20-Nov-2023,GT,CKM,Top Account,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2333.12,8.859,6.313,10.499,0.0,61.053
20-Nov-2023,GT,3 Jars,Regular,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20-Nov-2023,GT,3 Jars,Key Account,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1993.63,62.443,30.709,64.136,0.0,211.925
20-Nov-2023,GT,3 Jars,Top Account,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1961.84,11.9,8.441,13.378,0.0,38.007
20-Nov-2023,GT,FP,Regular,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1612.37,25.974,18.853,26.964,0.0,261.027
20-Nov-2023,GT,FP,Key Account,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1412.33,10.172,5.064,12.239,0.0,99.273
20-Nov-2023,GT,FP,Top Account,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1695.84,5.148,3.31,6.007,0.0,22.395
20-Nov-2023,MT,2 Jars,Regular,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1796.84,118.264,67.741,129.146,0.014,1003.147
20-Nov-2023,MT,2 Jars,Key Account,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019.15,52.726,40.74,72.979,0.027,661.523
20-Nov-2023,MT,2 Jars,Top Account,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1951.12,15.858,10.324,24.614,0.0,152.026
20-Nov-2023,MT,1 Jar,Regular,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247.62,85.113,49.104,113.301,0.0,772.81
20-Nov-2023,MT,1 Jar,Key Account,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1220.58,87.208,61.475,101.479,0.0,532.073
20-Nov-2023,MT,1 Jar,Top Account,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283.0,14.695,10.158,15.085,0.0,132.539
20-Nov-2023,MT,CKM,Regular,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2452.92,39.03,26.537,62.009,0.0,696.824
20-Nov-2023,MT,CKM,Key Account,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2648.82,83.638,38.921,87.02,0.0,502.672
20-Nov-2023,MT,CKM,Top Account,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2591.27,19.503,10.173,29.653,0.0,141.23
20-Nov-2023,MT,3 Jars,Regular,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2343.18,23.885,13.487,33.516,0.0,220.136
20-Nov-2023,MT,3 Jars,Key Account,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1938.94,49.108,27.93,62.963,0.015,292.124
20-Nov-2023,MT,3 Jars,Top Account,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2305.26,16.086,11.568,21.127,0.0,71.356
20-Nov-2023,MT,Thunder,Regular,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3170.06,30.339,15.119,41.719,0.023,329.288
20-Nov-2023,MT,Thunder,Key Account,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3213.03,24.625,19.651,31.543,0.0,255.702
20-Nov-2023,MT,Thunder,Top Account,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3238.46,14.053,10.788,15.504,0.0,62.557
20-Nov-2023,Others,1 Jar,Regular,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047.57,14.215,10.244,14.982,0.0,120.769
20-Nov-2023,Others,1 Jar,Key Account,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022.6,0.872,0.577,1.144,0.0,19.459
20-Nov-2023,Others,1 Jar,Top Account,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141.08,1.112,0.445,1.325,0.0,4.634
20-Nov-2023,Others,2 Jars,Regular,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1635.07,8.745,3.983,12.962,0.0,87.409
20-Nov-2023,Others,2 Jars,Key Account,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1532.59,1.8,1.375,2.423,0.0,10.375
20-Nov-2023,Others,2 Jars,Top Account,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1909.06,0.0,0.0,0.0,0.0,1.953
20-Nov-2023,Others,CKM,Regular,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2241.27,3.015,1.221,3.734,0.0,38.771
20-Nov-2023,Others,CKM,Key Account,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2270.0,1.473,0.603,1.604,0.0,7.69
20-Nov-2023,Others,CKM,Top Account,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2101.77,1.245,0.702,1.809,0.0,1.519
20-Nov-2023,Website,1 Jar,Regular,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059.16,15.895,12.645,21.231,0.093,196.098
20-Nov-2023,Website,1 Jar,Key Account,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123.09,1.426,0.974,1.489,0.298,8.519
20-Nov-2023,Website,2 Jars,Regular,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1807.34,12.817,9.831,13.971,0.14,125.873
20-Nov-2023,Website,2 Jars,Key Account,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1615.93,0.501,0.302,0.83,0.232,6.881
20-Nov-2023,Website,Gift Combos,Regular,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1470.55,16.992,11.627,26.707,0.146,114.184
20-Nov-2023,Website,Gift Combos,Key Account,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1564.55,0.98,0.706,1.177,0.1,5.645
20-Nov-2023,Website,NB Smart 2 Jar,Regular,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1478.36,9.5,6.282,9.639,0.246,69.944
20-Nov-2023,Website,NB Smart 2 Jar,Key Account,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1468.08,0.0,0.0,0.0,0.264,3.755
20-Nov-2023,Export,1 Jar,Regular,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171.08,2.167,1.663,3.197,0.0,37.317
20-Nov-2023,Export,1 Jar,Key Account,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1055.34,6.987,2.947,10.649,0.0,60.175
20-Nov-2023,Export,1 Jar,Top Account,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108.1,1.775,1.238,1.885,0.0,21.991
20-Nov-2023,Export,2 Jars,Regular,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1674.92,5.713,4.293,6.547,0.0,29.973
20-Nov-2023,Export,2 Jars,Key Account,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20-Nov-2023,Export,2 Jars,Top Account,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1710.39,5.798,4.452,6.685,0.0,20.472
20-Nov-2023,Export,CKM,Regular,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2193.25,2.153,1.717,3.26,0.0,12.269
20-Nov-2023,Export,CKM,Key Account,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20-Nov-2023,Export,CKM,Top Account,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2209.52,1.842,1.115,1.901,0.0,7.916
27-Nov-2023,Canteen,2 Jars,Regular,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1927.01,158.047,87.801,233.566,0.0,863.053
27-Nov-2023,Canteen,2 Jars,Key Account,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1858.35,5.761,3.561,6.993,0.0,93.658
27-Nov-2023,Canteen,2 Jars,Top Account,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1842.86,4.97,3.355,5.685,0.0,21.195
27-Nov-2023,Canteen,3 Jars,Regular,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2137.42,42.951,18.274,54.022,0.0,617.865
27-Nov-2023,Canteen,3 Jars,Key Account,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1986.32,5.145,3.463,7.989,0.0,47.521
27-Nov-2023,Canteen,3 Jars,Top Account,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1998.76,1.429,0.612,1.643,0.0,10.561
27-Nov-2023,Canteen,CKM,Regular,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
